Year,Quarter,Province,Access per 100 households,Access per 100 households [Proyected 2%],Access per 100 households [Previous Quarter],Incremental Percentage
2018,2,Tucumán,41.51,42.34,41.18,0.8
2018,3,Buenos Aires,64.44,65.73,62.78,2.64
2018,3,Catamarca,32.92,33.58,32.86,0.18
2018,3,Chaco,32.28,32.93,31.25,3.3
2018,3,Chubut,56.39,57.52,54.9,2.71
2018,3,Córdoba,64.24,65.52,63.27,1.53
2018,3,Corrientes,34.25,34.94,33.81,1.3
2018,3,Entre Ríos,50.22,51.22,49.2,2.07
2018,3,Formosa,29.58,30.17,29.43,0.51
2018,3,Jujuy,23.26,23.73,23.43,-0.73
2018,3,La Pampa,71.75,73.18,71.04,1.0
2018,3,La Rioja,50.73,51.74,50.98,-0.49
2018,3,Mendoza,37.99,38.75,36.97,2.76
2018,3,Misiones,32.1,32.74,31.63,1.49
2018,3,Neuquén,60.49,61.7,60.24,0.42
2018,3,Río Negro,50.54,51.55,50.15,0.78
2018,3,Salta,39.43,40.22,39.94,-1.28
2018,3,San Juan,33.05,33.71,32.95,0.3
2018,3,San Luis,52.35,53.4,15.15,245.54
2018,3,Santa Cruz,32.73,33.38,33.33,-1.8
2018,3,Santa Fe,63.41,64.68,62.57,1.34
2018,3,Santiago Del Estero,36.25,36.98,35.26,2.81
2018,3,Tierra Del Fuego,92.77,94.63,91.61,1.27
2018,3,Tucumán,41.68,42.51,41.51,0.41
2018,4,Buenos Aires,64.6,65.89,64.44,0.25
2018,4,Catamarca,32.23,32.87,32.92,-2.1
2018,4,Chaco,32.59,33.24,32.28,0.96
2018,4,Chubut,42.61,43.46,56.39,-24.44
2018,4,Córdoba,65.09,66.39,64.24,1.32
2018,4,Corrientes,34.57,35.26,34.25,0.93
2018,4,Entre Ríos,54.37,55.46,50.22,8.26
2018,4,Formosa,29.74,30.33,29.58,0.54
2018,4,Jujuy,46.53,47.46,23.26,100.04
2018,4,La Pampa,73.49,74.96,71.75,2.43
2018,4,La Rioja,50.35,51.36,50.73,-0.75
2018,4,Mendoza,37.76,38.52,37.99,-0.61
2018,4,Misiones,34.45,35.14,32.1,7.32
2018,4,Neuquén,59.07,60.25,60.49,-2.35
2018,4,Río Negro,51.86,52.9,50.54,2.61
2018,4,Salta,39.8,40.6,39.43,0.94
2018,4,San Juan,31.9,32.54,33.05,-3.48
2018,4,San Luis,67.55,68.9,52.35,29.04
2018,4,Santa Cruz,23.69,24.16,32.73,-27.62
2018,4,Santa Fe,65.59,66.9,63.41,3.44
2018,4,Santiago Del Estero,37.4,38.15,36.25,3.17
2018,4,Tierra Del Fuego,93.59,95.46,92.77,0.88
2018,4,Tucumán,41.76,42.6,41.68,0.19
2019,1,Buenos Aires,66.24,67.56,62.28,6.36
2019,1,Catamarca,32.19,32.83,34.99,-8.0
2019,1,Chaco,32.64,33.29,65.2,-49.94
2019,1,Chubut,43.0,43.86,41.18,4.42
2019,1,Córdoba,65.52,66.83,66.24,-1.09
2019,1,Corrientes,35.13,35.83,32.19,9.13
2019,1,Entre Ríos,56.79,57.93,32.64,73.99
2019,1,Formosa,29.68,30.27,43.0,-30.98
2019,1,Jujuy,46.41,47.34,65.52,-29.17
2019,1,La Pampa,76.35,77.88,35.13,117.34
2019,1,La Rioja,50.18,51.18,56.79,-11.64
2019,1,Mendoza,37.66,38.41,29.68,26.89
2019,1,Misiones,36.26,36.99,46.41,-21.87
2019,1,Neuquén,58.88,60.06,76.35,-22.88
2019,1,Río Negro,53.57,54.64,50.18,6.76
2019,1,Salta,40.1,40.9,37.66,6.48
2019,1,San Juan,31.83,32.47,36.26,-12.22
2019,1,San Luis,67.34,68.69,58.88,14.37
2019,1,Santa Cruz,23.67,24.14,53.57,-55.81
2019,1,Santa Fe,66.97,68.31,40.1,67.01
2019,1,Santiago Del Estero,37.52,38.27,31.83,17.88
2019,1,Tierra Del Fuego,93.38,95.25,67.34,38.67
2019,1,Tucumán,41.63,42.46,23.67,75.88
2019,2,Buenos Aires,67.85,69.21,66.24,2.43
2019,2,Catamarca,32.13,32.77,32.19,-0.19
2019,2,Chaco,34.14,34.82,32.64,4.6
2019,2,Chubut,46.99,47.93,43.0,9.28
2019,2,Córdoba,68.07,69.43,65.52,3.89
2019,2,Corrientes,38.16,38.92,35.13,8.63
2019,2,Entre Ríos,57.48,58.63,56.79,1.22
2019,2,Formosa,30.42,31.03,29.68,2.49
2019,2,Jujuy,44.51,45.4,46.41,-4.09
2019,2,La Pampa,77.08,78.62,76.35,0.96
2019,2,La Rioja,48.7,49.67,50.18,-2.95
2019,2,Mendoza,40.75,41.56,37.66,8.2
2019,2,Misiones,39.15,39.93,36.26,7.97
2019,2,Neuquén,63.08,64.34,58.88,7.13
2019,2,Río Negro,61.09,62.31,53.57,14.04
2019,2,Salta,41.89,42.73,40.1,4.46
2019,2,San Juan,35.6,36.31,31.83,11.84
2019,2,San Luis,81.79,83.43,67.34,21.46
2019,2,Santa Cruz,28.85,29.43,23.67,21.88
2019,2,Santa Fe,67.42,68.77,66.97,0.67
2019,2,Santiago Del Estero,52.79,53.85,37.52,40.7
2019,2,Tierra Del Fuego,94.8,96.7,93.38,1.52
2019,2,Tucumán,40.14,40.94,41.63,-3.58
2019,3,Buenos Aires,69.36,70.75,67.85,2.23
2019,3,Catamarca,30.88,31.5,32.13,-3.89
2019,3,Chaco,35.85,36.57,34.14,5.01
2019,3,Chubut,47.57,48.52,46.99,1.23
2019,3,Córdoba,68.59,69.96,68.07,0.76
2019,3,Corrientes,38.49,39.26,38.16,0.86
2019,3,Entre Ríos,57.9,59.06,57.48,0.73
2019,3,Formosa,30.11,30.71,30.42,-1.02
2019,3,Jujuy,44.32,45.21,44.51,-0.43
2019,3,La Pampa,77.45,79.0,77.08,0.48
2019,3,La Rioja,47.94,48.9,48.7,-1.56
2019,3,Mendoza,40.74,41.55,40.75,-0.02
2019,3,Misiones,39.33,40.12,39.15,0.46
2019,3,Neuquén,64.14,65.42,63.08,1.68
2019,3,Río Negro,63.42,64.69,61.09,3.81
2019,3,Salta,44.48,45.37,41.89,6.18
2019,3,San Juan,37.06,37.8,35.6,4.1
2019,3,San Luis,85.23,86.93,81.79,4.21
2019,3,Santa Cruz,35.63,36.34,28.85,23.5
2019,3,Santa Fe,68.87,70.25,67.42,2.15
2019,3,Santiago Del Estero,55.3,56.41,52.79,4.75
2019,3,Tierra Del Fuego,96.46,98.39,94.8,1.75
2019,3,Tucumán,39.49,40.28,40.14,-1.62
2019,4,Buenos Aires,64.25,65.54,69.36,-7.37
2019,4,Catamarca,36.44,37.17,30.88,18.01
2019,4,Chaco,36.84,37.58,35.85,2.76
2019,4,Chubut,51.15,52.17,47.57,7.53
2019,4,Córdoba,70.48,71.89,68.59,2.76
2019,4,Corrientes,38.77,39.55,38.49,0.73
2019,4,Entre Ríos,57.99,59.15,57.9,0.16
2019,4,Formosa,30.47,31.08,30.11,1.2
2019,4,Jujuy,45.38,46.29,44.32,2.39
2019,4,La Pampa,76.92,78.46,77.45,-0.68
2019,4,La Rioja,47.14,48.08,47.94,-1.67
2019,4,Mendoza,33.65,34.32,40.74,-17.4
2019,4,Misiones,39.79,40.59,39.33,1.17
2019,4,Neuquén,59.36,60.55,64.14,-7.45
2019,4,Río Negro,55.71,56.82,63.42,-12.16
2019,4,Salta,50.35,51.36,44.48,13.2
2019,4,San Juan,32.85,33.51,37.06,-11.36
2019,4,San Luis,74.92,76.42,85.23,-12.1
2019,4,Santa Cruz,36.71,37.44,35.63,3.03
2019,4,Santa Fe,69.48,70.87,68.87,0.89
2019,4,Santiago Del Estero,42.92,43.78,55.3,-22.39
2019,4,Tierra Del Fuego,79.7,81.29,96.46,-17.38
2019,4,Tucumán,47.65,48.6,39.49,20.66
2020,1,Buenos Aires,64.33,65.62,66.97,-3.94
2020,1,Catamarca,37.62,38.37,37.52,0.27
2020,1,Chaco,37.48,38.23,93.38,-59.86
2020,1,Chubut,51.27,52.3,41.63,23.16
2020,1,Córdoba,70.69,72.1,64.33,9.89
2020,1,Corrientes,38.73,39.5,37.62,2.95
2020,1,Entre Ríos,56.12,57.24,37.48,49.73
2020,1,Formosa,30.23,30.83,51.27,-41.04
2020,1,Jujuy,46.67,47.6,70.69,-33.98
2020,1,La Pampa,75.77,77.29,38.73,95.64
2020,1,La Rioja,46.35,47.28,56.12,-17.41
2020,1,Mendoza,33.14,33.8,30.23,9.63
2020,1,Misiones,39.02,39.8,46.67,-16.39
2020,1,Neuquén,61.85,63.09,75.77,-18.37
2020,1,Río Negro,55.12,56.22,46.35,18.92
2020,1,Salta,49.6,50.59,33.14,49.67
2020,1,San Juan,32.39,33.04,39.02,-16.99
2020,1,San Luis,76.31,77.84,61.85,23.38
2020,1,Santa Cruz,35.97,36.69,55.12,-34.74
2020,1,Santa Fe,69.52,70.91,49.6,40.16
2020,1,Santiago Del Estero,42.47,43.32,32.39,31.12
2020,1,Tierra Del Fuego,76.07,77.59,76.31,-0.31
2020,1,Tucumán,47.85,48.81,35.97,33.03
2020,2,Buenos Aires,65.22,66.52,64.33,1.38
2020,2,Catamarca,45.43,46.34,37.62,20.76
2020,2,Chaco,39.83,40.63,37.48,6.27
2020,2,Chubut,57.34,58.49,51.27,11.84
2020,2,Córdoba,72.71,74.16,70.69,2.86
2020,2,Corrientes,40.3,41.11,38.73,4.05
2020,2,Entre Ríos,56.54,57.67,56.12,0.75
2020,2,Formosa,31.14,31.76,30.23,3.01
2020,2,Jujuy,47.89,48.85,46.67,2.61
2020,2,La Pampa,76.1,77.62,75.77,0.44
2020,2,La Rioja,49.84,50.84,46.35,7.53
2020,2,Mendoza,36.25,36.98,33.14,9.38
2020,2,Misiones,40.89,41.71,39.02,4.79
2020,2,Neuquén,63.9,65.18,61.85,3.31
2020,2,Río Negro,56.37,57.5,55.12,2.27
2020,2,Salta,51.58,52.61,49.6,3.99
2020,2,San Juan,35.09,35.79,32.39,8.34
2020,2,San Luis,78.41,79.98,76.31,2.75
2020,2,Santa Cruz,35.79,36.51,35.97,-0.5
2020,2,Santa Fe,70.0,71.4,69.52,0.69
2020,2,Santiago Del Estero,43.47,44.34,42.47,2.35
2020,2,Tierra Del Fuego,76.37,77.9,76.07,0.39
2020,2,Tucumán,51.78,52.82,47.85,8.21
2020,3,Buenos Aires,67.66,69.01,65.22,3.74
2020,3,Catamarca,47.16,48.1,45.43,3.81
2020,3,Chaco,41.54,42.37,39.83,4.29
2020,3,Chubut,68.34,69.71,57.34,19.18
2020,3,Córdoba,75.22,76.72,72.71,3.45
2020,3,Corrientes,41.75,42.58,40.3,3.6
2020,3,Entre Ríos,58.19,59.35,56.54,2.92
2020,3,Formosa,31.91,32.55,31.14,2.47
2020,3,Jujuy,54.04,55.12,47.89,12.84
2020,3,La Pampa,79.26,80.85,76.1,4.15
2020,3,La Rioja,50.12,51.12,49.84,0.56
2020,3,Mendoza,37.35,38.1,36.25,3.03
2020,3,Misiones,41.6,42.43,40.89,1.74
2020,3,Neuquén,65.24,66.54,63.9,2.1
2020,3,Río Negro,57.05,58.19,56.37,1.21
2020,3,Salta,52.32,53.37,51.58,1.43
2020,3,San Juan,38.79,39.57,35.09,10.54
2020,3,San Luis,79.96,81.56,78.41,1.98
2020,3,Santa Cruz,35.95,36.67,35.79,0.45
2020,3,Santa Fe,72.12,73.56,70.0,3.03
2020,3,Santiago Del Estero,43.38,44.25,43.47,-0.21
2020,3,Tierra Del Fuego,76.81,78.35,76.37,0.58
2020,3,Tucumán,53.23,54.29,51.78,2.8
2020,4,Buenos Aires,68.98,70.36,67.66,1.95
2020,4,Catamarca,49.41,50.4,47.16,4.77
2020,4,Chaco,43.03,43.89,41.54,3.59
2020,4,Chubut,68.35,69.72,68.34,0.01
2020,4,Córdoba,78.08,79.64,75.22,3.8
2020,4,Corrientes,42.43,43.28,41.75,1.63
2020,4,Entre Ríos,59.47,60.66,58.19,2.2
2020,4,Formosa,32.49,33.14,31.91,1.82
2020,4,Jujuy,53.46,54.53,54.04,-1.07
2020,4,La Pampa,81.77,83.41,79.26,3.17
2020,4,La Rioja,50.11,51.11,50.12,-0.02
2020,4,Mendoza,38.63,39.4,37.35,3.43
2020,4,Misiones,42.64,43.49,41.6,2.5
2020,4,Neuquén,67.0,68.34,65.24,2.7
2020,4,Río Negro,61.09,62.31,57.05,7.08
2020,4,Salta,54.04,55.12,52.32,3.29
2020,4,San Juan,36.32,37.05,38.79,-6.37
2020,4,San Luis,81.68,83.31,79.96,2.15
2020,4,Santa Cruz,37.0,37.74,35.95,2.92
2020,4,Santa Fe,73.58,75.05,72.12,2.02
2020,4,Santiago Del Estero,43.75,44.62,43.38,0.85
2020,4,Tierra Del Fuego,76.27,77.8,76.81,-0.7
2020,4,Tucumán,54.78,55.88,53.23,2.91
2021,1,Buenos Aires,69.11,70.49,69.52,-0.59
2021,1,Catamarca,48.9,49.88,42.47,15.14
2021,1,Chaco,43.14,44.0,76.07,-43.29
2021,1,Chubut,68.99,70.37,47.85,44.18
2021,1,Córdoba,78.59,80.16,69.11,13.72
2021,1,Corrientes,42.66,43.51,48.9,-12.76
2021,1,Entre Ríos,60.44,61.65,43.14,40.1
2021,1,Formosa,32.73,33.38,68.99,-52.56
2021,1,Jujuy,55.63,56.74,78.59,-29.21
2021,1,La Pampa,81.78,83.42,42.66,91.7
2021,1,La Rioja,49.81,50.81,60.44,-17.59
2021,1,Mendoza,39.15,39.93,32.73,19.62
2021,1,Misiones,43.17,44.03,55.63,-22.4
2021,1,Neuquén,66.84,68.18,81.78,-18.27
2021,1,Río Negro,60.88,62.1,49.81,22.22
2021,1,Salta,53.93,55.01,39.15,37.75
2021,1,San Juan,39.06,39.84,43.17,-9.52
2021,1,San Luis,81.24,82.86,66.84,21.54
2021,1,Santa Cruz,41.65,42.48,60.88,-31.59
2021,1,Santa Fe,73.92,75.4,53.93,37.07
2021,1,Santiago Del Estero,45.67,46.58,39.06,16.92
2021,1,Tierra Del Fuego,77.35,78.9,81.24,-4.79
2021,1,Tucumán,54.82,55.92,41.65,31.62
2021,2,Buenos Aires,70.0,71.4,69.11,1.29
2021,2,Catamarca,52.34,53.39,48.9,7.03
2021,2,Chaco,43.33,44.2,43.14,0.44
2021,2,Chubut,72.29,73.74,68.99,4.78
2021,2,Córdoba,80.12,81.72,78.59,1.95
2021,2,Corrientes,43.54,44.41,42.66,2.06
2021,2,Entre Ríos,61.66,62.89,60.44,2.02
2021,2,Formosa,33.23,33.89,32.73,1.53
2021,2,Jujuy,56.18,57.3,55.63,0.99
2021,2,La Pampa,82.08,83.72,81.78,0.37
2021,2,La Rioja,76.98,78.52,49.81,54.55
2021,2,Mendoza,40.97,41.79,39.15,4.65
2021,2,Misiones,45.01,45.91,43.17,4.26
2021,2,Neuquén,69.14,70.52,66.84,3.44
2021,2,Río Negro,61.94,63.18,60.88,1.74
2021,2,Salta,54.93,56.03,53.93,1.85
2021,2,San Juan,39.28,40.07,39.06,0.56
2021,2,San Luis,83.48,85.15,81.24,2.76
2021,2,Santa Cruz,44.01,44.89,41.65,5.67
2021,2,Santa Fe,75.07,76.57,73.92,1.56
2021,2,Santiago Del Estero,46.56,47.49,45.67,1.95
2021,2,Tierra Del Fuego,67.89,69.25,77.35,-12.23
2021,2,Tucumán,54.93,56.03,54.82,0.2
2021,3,Buenos Aires,71.68,73.11,70.0,2.4
2021,3,Catamarca,52.71,53.76,52.34,0.71
2021,3,Chaco,42.96,43.82,43.33,-0.85
2021,3,Chubut,80.71,82.32,72.29,11.65
2021,3,Córdoba,81.28,82.91,80.12,1.45
2021,3,Corrientes,44.9,45.8,43.54,3.12
2021,3,Entre Ríos,62.18,63.42,61.66,0.84
2021,3,Formosa,33.96,34.64,33.23,2.2
2021,3,Jujuy,55.69,56.8,56.18,-0.87
2021,3,La Pampa,84.28,85.97,82.08,2.68
2021,3,La Rioja,77.26,78.81,76.98,0.36
2021,3,Mendoza,45.55,46.46,40.97,11.18
2021,3,Misiones,45.57,46.48,45.01,1.24
2021,3,Neuquén,69.71,71.1,69.14,0.82
2021,3,Río Negro,61.97,63.21,61.94,0.05
2021,3,Salta,55.96,57.08,54.93,1.88
2021,3,San Juan,39.46,40.25,39.28,0.46
2021,3,San Luis,79.87,81.47,83.48,-4.32
2021,3,Santa Cruz,43.75,44.62,44.01,-0.59
2021,3,Santa Fe,75.02,76.52,75.07,-0.07
2021,3,Santiago Del Estero,47.0,47.94,46.56,0.95
2021,3,Tierra Del Fuego,94.95,96.85,67.89,39.86
2021,3,Tucumán,54.64,55.73,54.93,-0.53
2021,4,Buenos Aires,75.66,77.17,71.68,5.55
2021,4,Catamarca,55.25,56.36,52.71,4.82
2021,4,Chaco,44.05,44.93,42.96,2.54
2021,4,Chubut,82.57,84.22,80.71,2.3
2021,4,Córdoba,84.51,86.2,81.28,3.97
2021,4,Corrientes,45.51,46.42,44.9,1.36
2021,4,Entre Ríos,63.16,64.42,62.18,1.58
2021,4,Formosa,34.45,35.14,33.96,1.44
2021,4,Jujuy,56.92,58.06,55.69,2.21
2021,4,La Pampa,89.57,91.36,84.28,6.28
2021,4,La Rioja,77.92,79.48,77.26,0.85
2021,4,Mendoza,47.51,48.46,45.55,4.3
2021,4,Misiones,49.06,50.04,45.57,7.66
2021,4,Neuquén,73.3,74.77,69.71,5.15
2021,4,Río Negro,65.69,67.0,61.97,6.0
2021,4,Salta,56.81,57.95,55.96,1.52
2021,4,San Juan,39.59,40.38,39.46,0.33
2021,4,San Luis,80.3,81.91,79.87,0.54
2021,4,Santa Cruz,43.05,43.91,43.75,-1.6
2021,4,Santa Fe,77.09,78.63,75.02,2.76
2021,4,Santiago Del Estero,47.05,47.99,47.0,0.11
2021,4,Tierra Del Fuego,98.4,100.37,94.95,3.63
2021,4,Tucumán,55.93,57.05,54.64,2.36
2022,1,Buenos Aires,76.08,77.6,73.92,2.92
2022,1,Catamarca,58.21,59.37,45.67,27.46
2022,1,Chaco,44.06,44.94,77.35,-43.04
2022,1,Chubut,88.05,89.81,54.82,60.62
2022,1,Córdoba,85.76,87.48,76.08,12.72
2022,1,Corrientes,47.64,48.59,58.21,-18.16
2022,1,Entre Ríos,63.7,64.97,44.06,44.58
2022,1,Formosa,34.96,35.66,88.05,-60.3
2022,1,Jujuy,58.06,59.22,85.76,-32.3
2022,1,La Pampa,91.66,93.49,47.64,92.4
2022,1,La Rioja,78.77,80.35,63.7,23.66
2022,1,Mendoza,48.74,49.71,34.96,39.42
2022,1,Misiones,49.04,50.02,58.06,-15.54
2022,1,Neuquén,74.17,75.65,91.66,-19.08
2022,1,Río Negro,67.04,68.38,78.77,-14.89
2022,1,Salta,56.11,57.23,48.74,15.12
2022,1,San Juan,43.55,44.42,49.04,-11.19
2022,1,San Luis,80.72,82.33,74.17,8.83
2022,1,Santa Cruz,43.34,44.21,67.04,-35.35
2022,1,Santa Fe,77.3,78.85,56.11,37.77
2022,1,Santiago Del Estero,47.17,48.11,43.55,8.31
2022,1,Tierra Del Fuego,98.29,100.26,80.72,21.77
2022,1,Tucumán,57.39,58.54,43.34,32.42
2022,2,Buenos Aires,77.58,79.13,76.08,1.97
2022,2,Catamarca,62.4,63.65,58.21,7.2
2022,2,Chaco,43.79,44.67,44.06,-0.61
2022,2,Chubut,83.19,84.85,88.05,-5.52
2022,2,Córdoba,87.48,89.23,85.76,2.01
2022,2,Corrientes,48.35,49.32,47.64,1.49
2022,2,Entre Ríos,63.9,65.18,63.7,0.31
2022,2,Formosa,43.42,44.29,34.96,24.2
2022,2,Jujuy,57.32,58.47,58.06,-1.27
2022,2,La Pampa,92.98,94.84,91.66,1.44
2022,2,La Rioja,80.14,81.74,78.77,1.74
2022,2,Mendoza,49.39,50.38,48.74,1.33
2022,2,Misiones,51.0,52.02,49.04,4.0
2022,2,Neuquén,80.02,81.62,74.17,7.89
2022,2,Río Negro,67.85,69.21,67.04,1.21
2022,2,Salta,57.54,58.69,56.11,2.55
2022,2,San Juan,49.46,50.45,43.55,13.57
2022,2,San Luis,81.76,83.4,80.72,1.29
2022,2,Santa Cruz,43.15,44.01,43.34,-0.44
2022,2,Santa Fe,77.9,79.46,77.3,0.78
2022,2,Santiago Del Estero,47.7,48.65,47.17,1.12
2022,2,Tierra Del Fuego,99.86,101.86,98.29,1.6
2022,2,Tucumán,59.31,60.5,57.39,3.35
2022,3,Buenos Aires,78.11,79.67,77.58,0.68
2022,3,Catamarca,65.33,66.64,62.4,4.7
2022,3,Chaco,43.86,44.74,43.79,0.16
2022,3,Chubut,84.38,86.07,83.19,1.43
2022,3,Córdoba,88.31,90.08,87.48,0.95
2022,3,Corrientes,48.21,49.17,48.35,-0.29
2022,3,Entre Ríos,63.67,64.94,63.9,-0.36
2022,3,Formosa,43.76,44.64,43.42,0.78
2022,3,Jujuy,58.91,60.09,57.32,2.77
2022,3,La Pampa,96.59,98.52,92.98,3.88
2022,3,La Rioja,80.66,82.27,80.14,0.65
2022,3,Mendoza,51.03,52.05,49.39,3.32
2022,3,Misiones,51.82,52.86,51.0,1.61
2022,3,Neuquén,80.37,81.98,80.02,0.44
2022,3,Río Negro,67.98,69.34,67.85,0.19
2022,3,Salta,57.76,58.92,57.54,0.38
2022,3,San Juan,50.8,51.82,49.46,2.71
2022,3,San Luis,81.74,83.37,81.76,-0.02
2022,3,Santa Cruz,43.19,44.05,43.15,0.09
2022,3,Santa Fe,78.55,80.12,77.9,0.83
2022,3,Santiago Del Estero,47.98,48.94,47.7,0.59
2022,3,Tierra Del Fuego,99.51,101.5,99.86,-0.35
2022,3,Tucumán,61.14,62.36,59.31,3.09
2022,4,Buenos Aires,78.94,80.52,78.11,1.06
2022,4,Catamarca,65.77,67.09,65.33,0.67
2022,4,Chaco,43.62,44.49,43.86,-0.55
2022,4,Chubut,85.57,87.28,84.38,1.41
2022,4,Córdoba,89.03,90.81,88.31,0.82
2022,4,Corrientes,51.64,52.67,48.21,7.11
2022,4,Entre Ríos,64.01,65.29,63.67,0.53
2022,4,Formosa,39.41,40.2,43.76,-9.94
2022,4,Jujuy,58.46,59.63,58.91,-0.76
2022,4,La Pampa,94.8,96.7,96.59,-1.85
2022,4,La Rioja,79.86,81.46,80.66,-0.99
2022,4,Mendoza,51.36,52.39,51.03,0.65
2022,4,Misiones,52.85,53.91,51.82,1.99
2022,4,Neuquén,78.67,80.24,80.37,-2.12
2022,4,Río Negro,68.42,69.79,67.98,0.65
2022,4,Salta,57.96,59.12,57.76,0.35
2022,4,San Juan,50.88,51.9,50.8,0.16
2022,4,San Luis,90.27,92.08,81.74,10.44
2022,4,Santa Cruz,43.53,44.4,43.19,0.79
2022,4,Santa Fe,78.4,79.97,78.55,-0.19
2022,4,Santiago Del Estero,48.05,49.01,47.98,0.15
2022,4,Tucumán,61.04,62.26,61.14,-0.16
